period,plantCode,plantName,fuel2002,fuelTypeDescription,state,stateDescription,primeMover,total-consumption,total-consumption-units,total-consumption-btu,generation,gross-generation,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,average-heat-content,average-heat-content-units,total-consumption-btu-units,generation-units,gross-generation-units,consumption-for-eg-btu-units,X,Y,FID,OBJECTID,Plant_Code,Plant_Name,Utility_ID,Utility_Na,sector_nam,Street_Add,City,County,State,Zip,PrimSource,source_des,tech_desc,Install_MW,Total_MW,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Source,Period,Longitude,Latitude,LATITUDE,LONGITUDE,DATE,TEMP,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP
2022-10-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,493,MMBtu per Mcf,505,-7.62,51.55,493,Mcf,505,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-10-01,51.76451612903226,6.877419354838709,13.261290322580646,18.738709677419354,64.25806451612904,40.18709677419355,0.14806451612903226,0.0
2022-11-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,335,MMBtu per Mcf,343,-5.18,35.08,335,Mcf,343,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-11-01,42.346666666666664,8.770000000000001,15.846666666666666,22.103333333333335,52.013333333333335,33.61333333333333,0.06266666666666668,0.0
2022-08-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,575,MMBtu per Mcf,589,-8.88,60.09,575,Mcf,589,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-08-01,70.93548387096774,5.361290322580645,11.980645161290322,16.135483870967743,82.28387096774195,59.70645161290323,0.1132258064516129,0.0
2022-06-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,471,MMBtu per Mcf,483,-7.27,49.24,471,Mcf,483,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-06-01,69.20666666666666,6.463333333333334,12.55,16.143333333333334,81.30333333333333,55.690000000000005,0.058666666666666666,0.0
2020-03-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,725,MMBtu per Mcf,743,24.8,77.36,725,Mcf,743,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-03-01,39.222580645161294,8.493548387096775,15.28709677419355,20.661290322580644,49.96774193548387,29.506451612903227,0.11064516129032259,0.0
2022-05-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,300,MMBtu per Mcf,308,-4.64,31.41,300,Mcf,308,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-05-01,61.722580645161294,7.090322580645162,13.061290322580644,17.716129032258067,72.6516129032258,50.377419354838715,0.13483870967741934,0.0
2019-08-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,840,MMBtu per Mcf,861,23.13,90.7,840,Mcf,861,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-08-01,70.31935483870969,5.122580645161291,12.741935483870968,14.47741935483871,81.95483870967742,58.167741935483875,0.0729032258064516,0.0
2019-04-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,666,MMBtu per Mcf,683,18.34,71.93,666,Mcf,683,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-04-01,46.669999999999995,8.620000000000001,15.48,22.15666666666667,59.46666666666667,36.026666666666664,0.136,0.0
2022-01-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,431,MMBtu per Mcf,442,-6.67,45.17,431,Mcf,442,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-01-01,22.200000000000003,8.083870967741936,14.774193548387096,19.15806451612903,30.654838709677417,14.596774193548388,0.04903225806451613,0.0
2019-09-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,666,MMBtu per Mcf,683,18.35,71.96,666,Mcf,683,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-09-01,66.98,6.8,13.620000000000001,19.68,77.47,57.25,0.292,0.0
2022-12-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,458,MMBtu per Mcf,469,-7.07,47.88,458,Mcf,469,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-12-01,32.44193548387097,9.380645161290323,15.48709677419355,20.20967741935484,40.07741935483871,26.37741935483871,0.053548387096774196,0.0
2020-08-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,766,MMBtu per Mcf,785,26.2,81.73,766,Mcf,785,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-08-01,71.68709677419355,4.97741935483871,10.780645161290321,13.783870967741937,84.00645161290322,59.10645161290322,0.06967741935483872,0.0
2020-09-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,664,MMBtu per Mcf,681,22.71,70.83,664,Mcf,681,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-09-01,61.769999999999996,6.223333333333333,12.6,15.979999999999999,71.88333333333334,51.6,0.12866666666666665,0.0
2019-02-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,602,MMBtu per Mcf,617,16.58,65.03,602,Mcf,617,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-02-01,26.49285714285714,9.307142857142859,16.514285714285712,19.228571428571428,35.339285714285715,18.364285714285717,0.0882142857142857,0.0
2020-04-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,645,MMBtu per Mcf,661,22.06,68.82,645,Mcf,661,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-04-01,44.41,7.67,14.83,19.303333333333335,56.580000000000005,34.84666666666667,0.114,0.0
2020-11-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,556,MMBtu per Mcf,570,19.0,59.25,556,Mcf,570,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-11-01,46.266666666666666,9.966666666666667,16.82,23.363333333333333,56.81333333333334,35.593333333333334,0.07033333333333333,0.0
2022-04-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,318,MMBtu per Mcf,326,-4.91,33.25,318,Mcf,326,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-04-01,44.92666666666666,9.623333333333333,16.523333333333333,24.503333333333334,55.266666666666666,36.10333333333333,0.16666666666666666,0.0
2020-07-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,959,MMBtu per Mcf,983,32.8,102.32,959,Mcf,983,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-07-01,75.6516129032258,5.135483870967741,11.30967741935484,12.648387096774194,86.63870967741936,64.15161290322581,0.07645161290322582,0.0
2019-01-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,704,MMBtu per Mcf,722,19.39,76.06,704,Mcf,722,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-01-01,23.809677419354838,8.80967741935484,15.496774193548388,18.154838709677417,31.322580645161292,16.51290322580645,0.06774193548387097,0.0
2019-11-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,712,MMBtu per Mcf,730,19.6,76.87,712,Mcf,730,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-11-01,35.88,7.733333333333333,14.436666666666667,18.503333333333334,42.14,28.42,0.07833333333333334,0.0
2020-01-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,867,MMBtu per Mcf,889,29.61,92.36,867,Mcf,889,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2020-01-01,32.2,8.151612903225805,14.5,17.193548387096776,38.167741935483875,26.103225806451615,0.08709677419354839,0.0
2022-09-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,508,MMBtu per Mcf,521,-7.85,53.12,508,Mcf,521,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2022-09-01,63.96,5.013333333333334,10.606666666666666,10.54,74.48333333333333,54.04333333333333,0.08233333333333334,0.0
2019-07-01,1867,Zeeland,NG,Natural Gas,MI,Michigan,ALL,897,MMBtu per Mcf,919,24.69,96.85,897,Mcf,919,1.025,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-86.0558,42.8067,415.0,12383.0,1867.0,Zeeland,21158.0,City of Zeeland - (MI),Electric Utility,347 E. Washington Ave,Zeeland,Ottawa,Michigan,49464.0,natural gas,Natural Gas = 23.7 MW,Natural Gas Internal Combustion Engine,22.3,23.7,0.0,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-86.0558,42.8067,42.7463,-86.0968,2019-07-01,75.1741935483871,6.203225806451614,12.66451612903226,16.212903225806453,86.18064516129031,63.55483870967742,0.07774193548387097,0.0
2019-04-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,280796,MMBtu per Mcf,294242,24265.75,27155.78,280796,Mcf,294242,1.048,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2019-04-01,46.480000000000004,6.493333333333334,14.046666666666669,18.44,56.96,38.78,0.0,0.0
2021-02-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,2411404,MMBtu per Mcf,2512219,273891.93,283212.68,2411404,Mcf,2512219,1.042,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2021-02-01,21.385714285714283,5.246428571428572,11.453571428571427,13.607142857142858,29.685714285714287,12.971428571428572,0.0,0.0
2019-05-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,65504,MMBtu per Mcf,68320,5278.0,6163.0,65504,Mcf,68320,1.043,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2019-05-01,55.141935483870974,4.922580645161291,12.225806451612904,16.706451612903226,67.70967741935483,45.064516129032256,0.0,0.0
2022-08-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,200414,MMBtu per Mcf,204165,17804.85,19684.58,200414,Mcf,204165,1.019,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2022-08-01,70.03548387096774,3.2516129032258063,10.006451612903225,10.803225806451612,81.29677419354839,60.16129032258065,0.0,0.0
2021-07-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,1145039,MMBtu per Mcf,1180321,97789.31,106491.77,1145039,Mcf,1180321,1.031,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2021-07-01,69.47741935483872,3.5129032258064514,9.803225806451612,11.390322580645162,79.14838709677419,61.148387096774194,0.0,0.0
2023-07-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,1745538,MMBtu per Mcf,1823076,157357.47,167770.8,1745538,Mcf,1823076,1.044,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2023-07-01,69.97096774193548,2.603225806451613,9.5,9.212903225806452,80.36774193548388,61.380645161290325,0.0,0.0
2022-07-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,857300,MMBtu per Mcf,883903,77466.21,83923.56,857300,Mcf,883903,1.031,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2022-07-01,70.61935483870967,3.416129032258065,10.490322580645161,11.33548387096774,81.93548387096774,59.58064516129032,0.0,0.0
2022-10-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,171050,MMBtu per Mcf,177774,12071.68,13961.82,171050,Mcf,177774,1.039,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2022-10-01,50.21612903225807,4.364516129032259,11.716129032258063,14.890322580645162,63.23870967741936,39.0258064516129,0.0,0.0
2020-03-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,501662,MMBtu per Mcf,522247,50425.29,54512.78,501662,Mcf,522247,1.041,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2020-03-01,38.18387096774194,5.419354838709677,12.551612903225807,18.13225806451613,47.619354838709675,29.90967741935484,0.0,0.0
2023-04-01,6035,Greenwood (MI),NG,Natural Gas,MI,Michigan,ALL,1717602,MMBtu per Mcf,1800719,179271.1,188002.28,1717602,Mcf,1800719,1.048,MMBtu per Mcf,MMBtu,megawatthours,megawatthours,MMBtu,-82.6964,43.1056,75.0,13244.0,6035.0,Greenwood (MI),5109.0,DTE Electric Company,Electric Utility,7000 Kilgore,Avoca,St Clair,Michigan,48006.0,natural gas,Natural Gas = 1009 MW,Natural Gas Fired Combustion Turbine; Natural Gas Steam Turbine;,1071.3,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0,0.0,0.0,0.0,"EIA-860, EIA-860M and EIA-923",202305.0,-82.6964,43.1056,42.9108,-82.5286,2023-04-01,48.40333333333333,4.569999999999999,11.426666666666668,12.513333333333332,59.3,38.6,0.0,0.0
